Titre,Localisation,Prix,Année-Modèle,Boite de vitesses,Type de carburant,Kilométrage,Marque,Modèle,Nombre de portes,Origine,Première main,Puissance fiscale,État,ABS,Airbags,CD/MP3/Bluetooth,Caméra de recul,Climatisation,ESP,Jantes aluminium,Limiteur de vitesse,Ordinateur de bord,Radar de recul,Régulateur de vitesse,Sièges cuir,Système de navigation/GPS,Toit ouvrant,Verrouillage centralisé à distance,Vitres électriques
Ford focus 2009 tres bon état jamais accidenté,"Casabarata, Tanger",82 000 DH,2009,Manuelle,Diesel,300 000 - 349 999,Ford,Focus,5.0,WW au Maroc,Non,7 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Toyota RAV4,"El Ismailia, Kénitra",57 000 DH,2005,Manuelle,Diesel,250 000 - 299 999,Toyota,RAV 4,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,True,True,True,True,True,False,True,True,False,False,False,True,True,True
Volkswagen CC Diesel Automatique 2018 à Berrechid,"Toute la ville, Berrechid",235 000 DH,2018,Automatique,Diesel,110 000 - 119 999,Volkswagen,Passat CC,3.0,WW au Maroc,Oui,8 CV,Bon,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True
suzuki,"Bele Vue, Meknès",65 000 DH,2010,Manuelle,Essence,130 000 - 139 999,Suzuki,Celerio,,,,6 CV,Très bon,True,True,True,False,True,False,True,False,False,False,False,False,False,False,False,True
,,,,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Kia Sportage Diesel Manuelle 2015 à Marrakech,"Daoudiate, Marrakech",140 000 DH,2015,Manuelle,Diesel,160 000 - 169 999,Kia,Sportage,5.0,WW au Maroc,Non,8 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ford fiesta,"Oulfa, Casablanca",95 000 DH,2016,Manuelle,Diesel,10 000 - 14 999,Ford,Fiesta,5.0,WW au Maroc,Non,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Citroën c4,"Tan Tan, Tan-Tan",77 000 DH,2012,Manuelle,Essence,85 000 - 89 999,Citroen,C4,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True
سيارة,"Toute la ville, Béni Mellal",180 000 DH,2017,Manuelle,Diesel,100 000 - 109 999,Renault,Master,5.0,WW au Maroc,Non,9 CV,Excellent,True,True,True,False,False,True,False,True,True,False,True,False,False,False,True,True
clio campus 2009,"Toute la ville, Errachidia",50 000 DH,2009,Manuelle,Essence,140 000 - 149 999,Renault,Clio,5.0,,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
voiture économique à vendre,"Quartier de l'Océan, Rabat",35 000 DH,2009,Manuelle,Essence,170 000 - 179 999,Fiat,Punto,5.0,WW au Maroc,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True
honday h 350,"Massira, Marrakech",220 000 DH,2021,Automatique,Diesel,5 000 - 9 999,Hyundai,H-1,5.0,WW au Maroc,Oui,10 CV,Très bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
Toyota yaris,"Abattoirs, Agadir",88 000 DH,2018,Manuelle,Essence,200 000 - 249 999,Toyota,Yaris,,,,8 CV,,True,True,False,False,True,False,True,True,False,False,True,False,False,False,True,True
jeep grand cherokee 2014,"Hay Riad, Rabat",185 000 DH,2014,Automatique,Diesel,250 000 - 299 999,Jeep,Grand Cherokee,5.0,WW au Maroc,Oui,11 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
peugeot rifter a vendre,"Amicales, Agadir",195 000 DH,2021,Manuelle,Diesel,70 000 - 74 999,Peugeot,Rifter,5.0,WW au Maroc,Oui,6 CV,Excellent,True,False,False,False,True,False,True,True,False,True,True,True,False,False,True,True
Nissan Primera,"Toute la ville, Ben Guerir",39 000 DH,2003,Manuelle,Diesel,200 000 - 249 999,Nissan,Primera,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,True
peugeot 508,"Toute la ville, Béni Mellal",150 000 DH,2016,Manuelle,Diesel,140 000 - 149 999,Peugeot,508,5.0,WW au Maroc,Non,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Volkswagen Touareg Diesel Automatique 2010,"Belvédère, Casablanca",70 000 DH,2010,Automatique,Diesel,200 000 - 249 999,Volkswagen,Touareg,5.0,WW au Maroc,Non,12 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True
Dacia Logan,"Zouagha, Fès",73 000 DH,2016,Manuelle,Diesel,180 000 - 189 999,Dacia,Logan,5.0,WW au Maroc,Non,6 CV,Correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
honda civic,"Abi Ragrag, Rabat",67 000 DH,2006,Manuelle,Essence,200 000 - 249 999,Honda,Civic,5.0,WW au Maroc,Non,10 CV,Excellent,False,False,True,True,True,False,True,False,False,True,False,False,False,False,False,True
Citroen c Elysée 2019 diesel a vendre,"Mabella, Rabat",110 000 DH,2019,Manuelle,Diesel,85 000 - 89 999,Citroen,C-Elysée,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,True
Giulietta automatique,"Hamria, Meknès",125 000 DH,2014,Automatique,Diesel,150 000 - 159 999,Alfa Romeo,Giulietta,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,True,False,True,True,True,False,True,True,True,False,False,False,True,True
سيارة في حالة جيدة,"Toute la ville, Béni Mellal",30 000 DH,2002,Manuelle,Diesel,75 000 - 79 999,Hyundai,Galloper,5.0,WW au Maroc,Non,10 CV,Excellent,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
Renault 19,"Centre Ville, Oujda",60 000 DH,1995,Manuelle,Diesel,250 000 - 299 999,Renault,19,5.0,Dédouanée,Non,6 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ssangyong Stavic Diesel Manuelle 2011 à Agadir,"Sonaba, Agadir",80 000 DH,2011,Manuelle,Diesel,15 000 - 19 999,Ssangyong,Stavic,5.0,WW au Maroc,Oui,11 CV,Excellent,True,True,True,True,True,False,True,False,False,True,False,False,False,False,True,True
Peugeot 205 Essence Manuelle 1986 à Tiznit,"Toute la ville, Tiznit",19 000 DH,1986,Manuelle,Essence,150 000 - 159 999,Peugeot,205,5.0,Dédouanée,Non,6 CV,Bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
clio 4 intense,"2 Mars, Casablanca",95 000 DH,2014,Manuelle,Diesel,170 000 - 179 999,Renault,Clio,5.0,WW au Maroc,Non,6 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ford Fusion Diesel Automatique 2017 à Casablanca,"Al Fida, Casablanca",135 000 DH,2017,Automatique,Diesel,80 000 - 84 999,Ford,Fusion,5.0,WW au Maroc,Oui,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
opel,"Souissi, Rabat",162 000 DH,2018,Automatique,Diesel,110 000 - 119 999,Opel,Astra,5.0,WW au Maroc,Oui,6 CV,Excellent,False,False,True,True,True,False,True,True,False,True,True,False,True,False,True,True
peugeot207,"Hay Salam, Meknès",55 000 DH,2007,Manuelle,Essence,200 000 - 249 999,Peugeot,207,5.0,WW au Maroc,Non,8 CV,Très bon,True,True,True,False,True,False,True,False,False,False,False,False,False,False,True,True
Alfa Romeo Giulietta Diesel Manuelle 2014,"Anfa, Casablanca",109 000 DH,2014,Manuelle,Diesel,180 000 - 189 999,Alfa Romeo,Giulietta,5.0,WW au Maroc,Non,6 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True
vouture R19,"Centre Ville, Oujda",60 000 DH,1995,Manuelle,Diesel,250 000 - 299 999,Renault,19,5.0,Dédouanée,Non,6 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mercedes A 200d pack AMG,"Founty, Agadir",399 000 DH,2023,Automatique,Diesel,50 000 - 54 999,Mercedes-Benz,Classe A,5.0,WW au Maroc,Oui,8 CV,Neuf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
سيارة في حالة جيدة,"Nassim, Mohammedia",112 000 DH,2009,Manuelle,Diesel,200 000 - 249 999,Volkswagen,Golf 6,5.0,Dédouanée,Non,8 CV,Bon,True,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True
إيفيكوا ديلي مليحة,"Oulfa, Casablanca",130 000 DH,1998,Manuelle,Diesel,75 000 - 79 999,Iveco,Daily,3.0,Dédouanée,Oui,10 CV,Excellent,False,True,True,False,True,False,False,False,False,False,False,True,False,False,True,True
ford kuga 2017,"Aida, Tanger",170 000 DH,2017,Manuelle,Diesel,130 000 - 139 999,Ford,Kuga,5.0,WW au Maroc,Non,8 CV,Excellent,False,False,True,False,False,False,False,False,True,True,False,False,True,False,True,False
BMW x3,"Centre ville, Tanger",400 000 DH,2021,Automatique,Diesel,75 000 - 79 999,BMW,X3,5.0,WW au Maroc,Oui,8 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hyundai sonata,"Centre Ville, Agadir",300 000 DH,2022,Automatique,Hybride,35 000 - 39 999,Hyundai,Sonata,5.0,WW au Maroc,Oui,11 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
Volkswagen Jetta Diesel Manuelle 2017 à Casablanca,"Ain Sebaa, Casablanca",160 000 DH,2017,Manuelle,Diesel,80 000 - 84 999,Volkswagen,Jetta,5.0,WW au Maroc,Oui,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Volkswagen Jetta Diesel Manuelle 2017 à Casablanca,"Ain Sebaa, Casablanca",160 000 DH,2017,Manuelle,Diesel,80 000 - 84 999,Volkswagen,Jetta,5.0,WW au Maroc,Oui,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Citroën C4 Hdi,"Sidi Bernoussi, Casablanca",63 000 DH,2008,Manuelle,Diesel,170 000 - 179 999,Citroen,C4,,,,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Renault Express Diesel Manuelle 2022 à Casablanca,"Hay Mohammadi, Casablanca",175 000 DH,2022,Manuelle,Diesel,5 000 - 9 999,Renault,Express,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False
dacia logan diesel,"Toute la ville, Berrechid",62 000 DH,2009,Manuelle,Diesel,160 000 - 169 999,Dacia,Logan,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,True
Fiat Punto Essence moteur 55,"Toute la ville, Agadir Melloul",37 000 DH,1998,Manuelle,Essence,200 000 - 249 999,Fiat,Punto,5.0,Dédouanée,Non,6 CV,Bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
Fiat Punto Essence moteur 55,"Toute la ville, Agadir Melloul",37 000 DH,1998,Manuelle,Essence,200 000 - 249 999,Fiat,Punto,5.0,Dédouanée,Non,6 CV,Bon,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True
Hyundai i 30 Diesel Automatique 2014 à Casablanca,"Ain Sebaa, Casablanca",138 000 DH,2014,Automatique,Diesel,150 000 - 159 999,Hyundai,i30,,WW au Maroc,,6 CV,Très bon,True,True,True,False,True,False,True,True,False,True,True,False,False,False,True,True
VW Tiguan R Line Black Edition,"Centre ville, Tanger",560 000 DH,2023,Automatique,Diesel,20 000 - 24 999,Volkswagen,Tiguan,5.0,Dédouanée,Oui,8 CV,Neuf,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Volkswagen Tiguan,"Autre secteur, Meknès",92 000 DH,2009,Automatique,Essence,5 000 - 9 999,Volkswagen,Tiguan,5.0,Importée neuve,Oui,11 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Renault,"Sakani, Salé",121 000 DH,2019,Manuelle,Diesel,90 000 - 94 999,Renault,Clio,5.0,WW au Maroc,Non,6 CV,Neuf,False,False,False,True,True,False,True,True,True,False,True,False,False,False,True,True
Peugeot Partner Diesel Manuelle 2018 à Casablanca,"Sidi Maarouf, Casablanca",11 000 DH,2018,Manuelle,Diesel,130 000 - 139 999,Peugeot,Partner,5.0,,,6 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
رونو لاغونة بنزين أوتوماتيك 2010 في الرباط,"Agdal, Rabat",60 000 DH,2010,Automatique,Essence,180 000 - 189 999,Renault,Laguna,5.0,WW au Maroc,Non,11 CV,Bon,False,False,True,True,True,False,True,True,False,True,True,False,False,False,True,True
Chevrolet Spark Essence Manuelle 2009 à Fès,"Saies, Fès",45 000 DH,2009,Manuelle,Essence,5 000 - 9 999,Chevrolet,Spark,5.0,WW au Maroc,,5 CV,Très bon,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
Audi A4 Diesel Automatique 2019 à Casablanca,"Gauthier, Casablanca",320 000 DH,2019,Automatique,Diesel,60 000 - 64 999,Audi,A4,5.0,WW au Maroc,Oui,8 CV,Excellent,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True
Chevrolet Spark Essence Manuelle 2009 à Fès,"Saies, Fès",45 000 DH,2009,Manuelle,Essence,75 000 - 79 999,Chevrolet,Spark,5.0,WW au Maroc,,5 CV,Très bon,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
Hyundai Tucson Diesel Manuelle 2007 à Casablanca,"2 Mars, Casablanca",63 000 DH,2007,Manuelle,Diesel,170 000 - 179 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,8 CV,Excellent,True,True,True,False,True,True,True,False,True,False,True,False,False,False,True,True
Dacia Logan 2015,"Bir Chifa, Tanger",85 000 DH,2015,Manuelle,Diesel,140 000 - 149 999,Dacia,Logan,5.0,,Non,7 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
Chevrolet Spark Essence Manuelle 2009 à Fès,"Saies, Fès",45 000 DH,2009,Manuelle,Essence,75 000 - 79 999,Chevrolet,Spark,5.0,WW au Maroc,,5 CV,Très bon,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
Hyundai Tucson Diesel Manuelle 2007 à Casablanca,"2 Mars, Casablanca",63 000 DH,2007,Manuelle,Diesel,170 000 - 179 999,Hyundai,Tucson,5.0,WW au Maroc,Oui,8 CV,Excellent,True,True,True,False,True,True,True,False,True,False,True,False,False,False,True,True
Dacia Logan 2015,"Bir Chifa, Tanger",85 000 DH,2015,Manuelle,Diesel,140 000 - 149 999,Dacia,Logan,5.0,,Non,7 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
بيجو 308.,"Toute la ville, Missour",90 000 DH,2009,Manuelle,Diesel,5 000 - 9 999,Peugeot,308,5.0,WW au Maroc,Non,6 CV,Très bon,False,True,True,True,True,False,True,False,False,False,True,False,False,False,False,True
BMW Série 1 Diesel Automatique 2014 à Rabat,"Hay Riad, Rabat",185 000 DH,2014,Automatique,Diesel,190 000 - 199 999,BMW,Série 1,5.0,WW au Maroc,Non,8 CV,Excellent,True,True,True,False,True,True,True,True,True,True,True,False,True,True,True,True
Audi A4,"Marjane, Tanger",73 000 DH,2006,Manuelle,Diesel,300 000 - 349 999,Audi,A4,5.0,WW au Maroc,Non,8 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dacia Duster Diesel Automatique 2019 à Temara,"Wifak, Temara",170 000 DH,2019,Automatique,Diesel,90 000 - 94 999,Dacia,Duster,5.0,WW au Maroc,Oui,6 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True
citron c5 a vandre,"Aïn Chock, Casablanca",69 000 DH,2010,Manuelle,Diesel,180 000 - 189 999,Citroen,C5,5.0,WW au Maroc,Non,8 CV,Très bon,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True
A vendre Dacia sandero stepway,Laâyoune,120 000 DH,2019,Manuelle,Diesel,10 000 - 14 999,Dacia,Sandero,5.0,WW au Maroc,Non,6 CV,Bon,True,True,True,True,True,True,False,False,False,True,False,False,False,False,True,False
Volkswagen cc,"Toute la ville, Khemisset",160 000 DH,2016,Manuelle,Diesel,140 000 - 149 999,Volkswagen,Passat CC,5.0,WW au Maroc,Non,8 CV,Très bon,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True
Ssangyong Rexton Diesel Manuelle 2005 à Casablanca,"Roches Noires, Casablanca",50 000 DH,2005,Manuelle,Diesel,150 000 - 159 999,Ssangyong,Rexton,5.0,WW au Maroc,Oui,12 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fiat Punto,"Sidi AbdelKrim, Safi",55 000 DH,2011,Manuelle,Diesel,130 000 - 139 999,Fiat,Punto,5.0,WW au Maroc,Non,5 CV,Très bon,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Peugeot 206 plus,"Agdal, Fès",57 000 DH,2013,Manuelle,Essence,130 000 - 139 999,Peugeot,206,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,False,True,True,False,False,False,False,False,False,False,False,True,True
Passat 2003,"Quartier de l'Océan, Rabat",45 000 DH,2003,Manuelle,Diesel,300 000 - 349 999,Volkswagen,Passat,5.0,WW au Maroc,,8 CV,Correct,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Citroen Berlingo,"Casablanca Finance City, Casablanca",48 000 DH,2002,Manuelle,Diesel,10 000 - 14 999,Citroen,Berlingo,5.0,WW au Maroc,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
audi a3 tt opstion,"Jbel Kbir, Tanger",265 000 DH,2021,Automatique,Diesel,90 000 - 94 999,Audi,A3,5.0,WW au Maroc,Oui,8 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Citroen Berlingo,"Sidi Moumen, Casablanca",48 000 DH,2002,Manuelle,Diesel,10 000 - 14 999,Citroen,Berlingo,5.0,WW au Maroc,Non,7 CV,Bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Dacia,"Marchane, Tanger",50 000 DH,2010,Manuelle,Essence,200 000 - 249 999,Dacia,Sandero,5.0,WW au Maroc,Non,8 CV,Très bon,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Renault Megane Sedan Diesel Automatique 2018,"Sidi Moussa, El Jadida",168 000 DH,2018,Automatique,Diesel,120 000 - 129 999,Renault,Megane,5.0,,,6 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Renault Kadjar,"Oulfa, Casablanca",170 000 DH,2017,Automatique,Diesel,120 000 - 129 999,Renault,Kadjar,5.0,,Oui,6 CV,Très bon,True,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True
Chrysler Grand Voyager Diesel Manuelle 1999,"Branes 2, Tanger",45 000 DH,1999,Manuelle,Diesel,200 000 - 249 999,Chrysler,Grand Voyager,5.0,Dédouanée,Oui,10 CV,Excellent,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BMW Série 535 Diesel Pack M Automatique,"Targa, Marrakech",100 000 DH,2006,Automatique,Diesel,170 000 - 179 999,BMW,Série 5,5.0,,Oui,12 CV,Bon,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Dacia Sandero,"Beauséjour, Casablanca",70 000 DH,2012,Manuelle,Diesel,170 000 - 179 999,Dacia,Sandero,5.0,WW au Maroc,Non,6 CV,Excellent,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
